Contract_ID,Future_Cash_Flows,CSM
c91c6c68-ad60-469c-92cd-451e8d1c2d5e,46017.7,1840.7079999999999
9e95846b-c5dd-4704-997c-1ec3ca0d685c,70286.06,1405.7212
c556a3b5-9261-45cc-a225-8271c25f52c8,65621.47,1968.6441
a1002200-9e26-40f6-b0c1-2781ec4f121d,40112.42,802.2484
2ea0d998-b65d-4e47-9cfa-dafc3a1fcb3d,23064.71,1153.2355
d8e0f2c1-4661-4ee9-8a1d-a16c9b4aeed8,21555.22,862.2088000000001
20c5d3e5-7aee-447f-b08f-5e3e0f99045a,64504.91,1935.1473
c270537d-de27-4af1-a34b-ce070c0b0e4f,58710.24,1761.3072
18a439b2-9d3a-491d-a3c6-f7a8f0f502f7,42855.93,857.1186
03686eda-d3bd-4898-8c70-077edeceeeb5,59937.0,2397.48
8d08a0d4-5bf5-4846-8440-4a3f6c560f57,62276.6,1868.2979999999998
b4c08ed7-db2f-4745-920b-9a0958f95806,50985.68,1529.5704
6047604b-84ee-4e64-9e1e-82096684b763,80126.47,3205.0588000000002
bb544209-bb9e-4b22-9b36-9d598773a05b,43934.47,2196.7235
3294c251-ab20-4cfe-881b-f6b344a164bd,57532.91,1725.9873
af5c002f-81d2-4d98-9bc8-e125e4df30d3,82516.16,2475.4848
b1c4bf6c-d68f-4a68-86c0-352bbf47c82d,47574.29,2378.7145
b4664564-0560-4839-b8e7-bed4f979705d,87485.45,1749.709
46efad77-10c8-4e6d-8538-9508c4773467,44048.55,1321.4565
5f87e3ed-3eed-4ced-9f08-c802d49e2f1b,20228.36,606.8508
ba942e6b-4448-4d6b-b8c9-6789fd8bd4ac,78031.02,2340.9306
00f3a54f-2f70-4b25-9007-95d6303aa8b5,24637.05,985.482
c18a046d-8480-4ec8-a612-27bd65dc4804,34330.81,1029.9243
ec077f1b-9a86-45a8-838a-285d7f872559,66838.71,3341.9355000000005
73e910f8-bcc6-45d9-9c58-f433099974b9,91162.52,1823.2504000000001
107f1793-3c5c-43d8-99c8-d2021d4a72a8,85534.26,1710.6852
c9b16869-c3c5-448b-b5f3-00db65f6b014,83692.22,836.9222
f386a766-98e6-4a65-b146-b7ce44eb8de3,81214.07,3248.5628
13e6cc40-098e-4583-8425-bbd0a12cb1d6,73599.78,2943.9912
82e3ada9-a97d-401b-ae53-aeec2d6a2e28,24851.22,745.5366
2f7adb2c-a547-4b28-b956-c6a53646690a,40753.19,815.0638
9f6dd79f-e75a-4a2f-8fc6-d6016ffb5e1e,40486.09,809.7217999999999
9b7951bc-4f44-409d-a583-37aaee6ccb42,98695.91,4934.7955
973225f1-45bc-441a-b6ee-4f16a6ee5712,69153.73,1383.0746
d60fc0b5-82e2-4573-9518-41e0a09bd18b,64323.98,643.2398000000001
6a74886c-9c16-45f3-9875-665eeebb136e,53388.36,1067.7672
bd3f776d-7a9c-42b6-a893-efc137c2f4b8,92494.22,1849.8844000000001
bdccb214-4b66-41b3-8087-60d4a8a751eb,47359.03,2367.9515
a6b89d2b-de0b-492f-85f7-fb779a636353,99962.58,1999.2516
6f681f0b-2005-4f0c-9f9c-ce9a51d5e48d,48019.25,2400.9625
7146abc6-b9e9-431a-bc38-1ea1fd9c3591,23746.27,1187.3135
b61b441f-4e84-45ac-8fb1-0225c903c375,94798.75,1895.9750000000001
c47d9c3b-c12b-4e76-a26b-2867b747b77b,31150.84,623.0168
30d93e00-cfc5-4915-8c4f-3788411a4162,36531.31,1095.9393
253aa7ea-1a72-44d6-9045-a8d6153dac06,87259.97,1745.1994
f24cbd24-59f7-4a4e-af5c-0478d6e33c42,40745.09,1629.8036
eb0aa207-9416-4db0-82b8-ce84fd56a534,51517.06,2060.6824
91e39e0b-b846-4faf-a9a6-713d053a26cc,25768.73,515.3746
e2ce6d43-a685-4ae7-a99a-bf3ea6b280c3,54654.29,1639.6287
14b7d071-5467-4741-865f-05fcca5336c0,41875.6,837.512
26766f0b-0cc7-41e4-b077-57cbe0ba7f18,93913.0,2817.39
68199d8e-ee78-42b3-ae70-2355f4bfebcb,82720.77,1654.4154
35de1462-f631-43a8-997b-539163260adb,51635.13,1549.0538999999999
cf0f8f0a-9750-478e-bbbb-cdaefffce7c3,58764.68,1762.9404
1506e80b-1414-4f24-9cc6-1c301eab02d7,93198.28,4659.914
fafe0f57-2d2d-46f9-8e20-4a7dc7adb4d7,32359.85,1617.9925
67bb7d8f-8c64-4441-91d1-e59adf544e3f,65451.9,1963.557
b7cedd29-3d82-4e35-8d19-cec9cc135a12,61115.8,1833.474
506051c5-af43-467b-aa55-6cc20ad528f2,57411.1,2296.444
578c3cbc-5c49-4637-9ec2-637b577a6ddf,21290.39,1064.5195
d2e190fc-8b48-40b7-ac91-357575b3eeed,79398.95,2381.9685
457c3f60-83df-4f54-a916-3cfbdc83956b,40336.14,403.3614
2b4ba0d6-7f97-4cf3-868c-8791a82a5ed6,49635.15,1489.0545
23235201-7b04-4248-894f-ca5179a87df9,63423.13,2536.9252
ce1070f4-6c4e-4725-8cea-0a454e817e0a,22578.84,1128.942
bfa329de-dc4d-4d5c-a65b-2fd19d94157c,91411.25,3656.4500000000003
684fb927-96d1-46b3-b7fe-c49e76ea0107,63446.56,3172.328
a2b42843-ee76-4880-84b5-d7ae914d9df2,57157.93,571.5793
eebfe381-87e2-4f4a-842d-6d6a8b0b6627,52889.65,1057.7930000000001
15b83328-04c0-4717-9773-0dce09ca5467,28384.53,1419.2265
dab6f8bd-f0bf-4ffc-89cc-bbc6e2ea7ada,81038.9,1620.778
a0265cdb-57aa-43a8-bee2-bdc94cbd70ea,41432.85,1242.9855
955ac1f3-9705-498b-bc1a-12311d3cc334,32235.61,967.0683
e0ea8c37-37be-4b49-9187-c2e1589bca2d,33008.62,990.2586
f94e96c2-6d20-40a1-baa6-e3c0ef7a5e08,79223.61,3961.1805000000004
a577620d-8ca2-4eff-8ffc-0e5b5d54970a,33231.23,332.31230000000005
76e0d8a5-ab12-4943-81ce-125817057e82,27347.23,820.4168999999999
a030fcdc-db63-4808-8227-fdb27807cda3,26190.31,1309.5155000000002
a1abcb19-0e06-4889-94d2-fcb097f3e11d,30235.84,1511.7920000000001
fa6fad5e-34fe-49db-97b6-3f014d27ea8c,66115.0,661.15
c2a5577e-88d3-46e1-8161-e28b39066397,73040.54,2921.6216
81ced049-8b6d-4983-9898-8a0bf753ea69,81478.36,4073.918
8c8a30d6-6fbf-4d06-bef2-f68e0f5def2e,39677.6,1587.104
337ead4a-9e74-4574-9d42-5276381a96d5,26967.17,539.3434
77730b02-0e7d-49f7-bc53-a9fb93be9f60,79997.68,2399.9303999999997
a5ed593a-9082-4a05-8e2e-21e925ffba31,73038.04,2921.5215999999996
e30c78a5-91bb-4a30-80f6-4a0a80447f5d,72895.38,1457.9076000000002
3858c472-8881-430c-a5f8-aed4bf69f04a,77806.64,1556.1328
a493c7e0-1bac-45d3-ba32-3c5bbc9f407b,95468.63,2864.0589
a8a3c7db-2392-4619-85fe-1ff92d60b58e,52864.82,2114.5928
c19aaae5-341a-472a-bc1d-b0508d2d29b8,45325.53,1359.7658999999999
38c5b826-b362-404c-91a3-6a491c041b39,61595.93,2463.8372
44c22d33-96f5-4c9d-9d31-4e406d1cdbf9,81080.31,1621.6062
638521d1-2321-42d7-b9c9-292c1d39d5bd,93546.53,1870.9306
9d212a26-2326-4e51-b4a5-96f5c7e3d7ef,74801.83,1496.0366000000001
82fc20cd-69ff-44fa-8d12-ccc495894a40,58444.94,1168.8988000000002
670fa261-f852-4083-bdb9-a8f6b16136bb,33335.0,666.7
9a5f115e-c114-453b-8b01-12b4b339f7fa,27540.76,550.8152
afeaaa95-06c8-4475-9c4d-3eb80e4ab542,50844.33,2542.2165000000005
7d159baf-343f-4f8b-ac65-e014559c139f,45383.77,1815.3508
664dc1e9-38c3-46d9-b6a7-5ec092ddb3ce,98649.07,1972.9814000000001
2268eae1-291b-4266-b84c-ad7cf894a537,51156.35,2046.254
731b7180-a9eb-4e11-aff7-671ce4861113,22085.59,883.4236000000001
78ea9713-cd84-4644-bc4c-4ce91ee6eda3,60155.04,3007.7520000000004
b92eefeb-4ad9-4ed1-bb30-13e20831f837,86393.89,2591.8167
3f443156-2107-4b1e-a5e3-00bfcf75cd44,93285.28,1865.7056
32ab1711-965e-427c-b141-206559c62e5d,95167.14,3806.6856000000002
54fb3565-8183-4454-8735-6794b6b4279a,42962.52,1288.8755999999998
aaac0206-ee9a-4f2a-957c-29c6ddc930f0,23673.07,710.1921
c4ebc826-d4de-415a-8e1e-de4c592d71c8,37622.44,1128.6732
cfdaab0e-4f6c-4e58-a978-e31542786542,62025.67,1240.5134
bfea9ac3-bda2-43f1-a706-ac3fdfb002fe,85225.96,3409.0384000000004
ddfc4f2b-53a6-4b1b-b170-098f8457c6e0,51754.33,1552.6299
e5f0ec77-89a9-45cb-a60d-cc4d8e8d4e2e,76267.93,1525.3585999999998
1c44447b-9763-4c71-8a4b-da727235f123,43721.15,437.2115
fe346606-9ba6-42f7-9da5-a53afd417ffc,72736.92,1454.7384
2656c1c5-05db-426f-b38d-2475b4a6ecf3,20453.3,818.132
51273dc0-65d8-4f31-81f7-826e7c0877cc,25337.82,760.1346
d1caf268-0cde-4ba1-ad8d-21997dcfe024,62211.93,1244.2386000000001
b1fd75a4-38c1-4379-90be-2dd719a5da85,23303.7,1165.1850000000002
a4bdc7e6-98fd-41fe-a2cc-f85da493d0e5,47300.28,946.0056
6eef120a-6c17-4a10-b3c8-6ba3b10edf3e,66202.4,662.024
fbbb1e32-9b4d-41aa-853a-e3845e44be22,79359.22,3174.3688
30fe32cd-ed0d-4fe9-9fd8-091da20aaf3c,93279.3,2798.379
599e8555-902b-423e-bb4d-b963a2f122bf,43335.13,866.7026
a3b12538-c2ea-47f2-8d88-c8742e241691,73444.82,2937.7928
165c26ed-64f8-47b5-a167-8bb2d2f4fc23,33968.45,1019.0534999999999
d75e2168-4a3a-4e00-8c2c-f1330bb36a16,66368.53,2654.7412
de244b30-e55f-4972-928a-045e9339d2ba,69617.3,2088.5190000000002
12205775-95b8-4433-a522-911af25dac77,22924.18,1146.209
ba7ce80d-b199-4099-bd72-264c196400cb,79574.99,1591.4998
cad6ccbf-40a8-4394-b521-618604285107,54279.16,2171.1664
9385b418-bfc7-4686-9afe-81073e6d6b57,50091.53,2003.6612
c4758d65-2868-484b-9930-d6fb6f88fc6d,49873.31,997.4662
3928980b-6b2d-49eb-94d1-7da25bc9e14c,38423.61,384.2361
f364cb1a-0031-4298-87f2-b214a910a93c,74743.41,2989.7364000000002
2147575e-c2f8-4059-9b02-91eef94b4e5c,26546.19,1061.8476
d0f84b79-fc2a-4da2-b6a9-ae31f02dfbcb,78071.69,1561.4338
3c087843-e507-4352-9d53-cea34ff486ee,41063.92,821.2784
ab355aed-81fe-4fc7-9b7b-93cc0b0a95ba,58013.46,1160.2692
5ab3a046-932b-4137-aaff-19ded59f0d14,36858.46,1474.3384
85efd401-00cd-40fb-8bbb-0461c5a74444,68364.25,2050.9275
66d10454-ef0a-4b7d-b88e-e9de8916d14d,91408.9,1828.1779999999999
7b328f4f-da32-4143-9cf1-8fe18c758efa,41741.12,1252.2336
fc22ea9f-6e07-4b3d-8828-bdeeeaf56ef3,29691.93,593.8386
473a4a6c-7743-4554-9c25-3504ce57ec75,79631.9,2388.957
c6b063c0-263b-47ac-83a1-b0f33b2a9c48,46003.36,2300.168
d3867069-3a7c-4654-80bc-3bf9fa391c66,43065.48,1722.6192
cb2e638b-4cf4-4f8d-8c0e-30defed8f90f,90858.21,2725.7463000000002
91b68523-9bcb-4c28-a316-62de6c28fcd8,49272.44,1970.8976000000002
d5637ab2-3276-4b95-a3b2-72898c70fc47,34873.99,1743.6995
fd427ea0-c5bf-411f-8238-f3fce010c48c,69644.92,2089.3476
2a9c3420-e860-446e-b350-c9bb2e9921fb,28064.48,561.2896
60e95733-5d55-4f4f-b997-a3ee2a98cd8a,49073.38,1472.2014
f24ebae5-6d5d-4b85-add8-3ba751a50bd2,55447.53,2217.9012
08d4a1e2-db37-4563-bcc8-250a0e5016d9,68353.23,2734.1292
e6ee4a46-5d85-4702-acf5-67badd64feaa,38023.6,380.236
e3ba7542-1c11-498e-b4ee-c346b1f20e76,44816.59,2240.8295
f55860c6-fea3-45db-b9a5-afca50f5e1d4,62699.62,1253.9924
6707d8c5-37ef-4d58-94bc-4848bb2c544b,30472.26,1523.613
3377bce5-1c0b-4d57-9ff8-f22f3f8507e4,60627.65,3031.3825
2ffbcfe1-4c49-4696-a98e-2a07de1f9d08,74689.75,1493.795
40e9f35f-6854-459f-b1f2-bc5389768794,71068.1,3553.4050000000007
e5a5d12a-82ec-427b-8820-c97a35b02ac5,73871.35,2954.8540000000003
33ef2f48-0d55-4f14-ba01-ab3a44b0851b,98992.82,1979.8564000000001
1fff04c3-3053-469b-85b3-f448d511d399,37110.2,1484.408
719e707f-9970-4931-87b6-f40012b99b58,74646.68,746.4667999999999
1dea7b7b-b59b-438a-99d7-9a169947e713,74367.1,3718.3550000000005
5455aee4-3915-4d95-a770-21f8070029a5,55577.53,555.7753
5020c195-7488-4e0c-9931-d53c5def0430,78949.89,789.4989
988fb44d-3ee4-4e8e-a04a-ced1416691ff,20498.16,204.98160000000001
6a0df799-9b7e-406f-a9dc-e8ede50f56b9,97927.78,1958.5556
17f65dc5-bb92-4658-a1e6-aa96fc124979,89198.79,2675.9637
9c6becce-55a2-4da3-8d03-9e17cdf09deb,78328.34,1566.5668
5a6172ba-f4ab-4137-8699-e1eee0d7cdb4,86947.94,4347.397
8c8c1a60-f6e1-4bc6-8598-ab4af66e6e84,85567.12,3422.6848
2b6d9bd7-c3e1-4c31-9399-fff7a3f24847,41889.14,418.8914
eb9fa955-2a16-4c02-b529-0d4ddd212076,45774.86,1830.9944
0d789c1c-46ab-4700-9bec-ee8b2d61855c,33491.76,669.8352000000001
13947dd0-84ac-4e48-9961-10985ad5e218,75699.55,3027.982
6890d499-823c-48ed-ab2b-deb1edcb3851,84522.53,845.2253000000001
76b29777-2f2c-46a4-9085-c562d94a7fb0,31445.54,1572.277
5581a51d-586a-495e-8745-85a43b93f697,72976.21,2189.2863
4f3e4135-96b2-4782-9b3e-6c1d61f40e3c,96532.29,3861.2916
1aa6d897-2432-4ca1-9785-847081587826,74209.31,2226.2792999999997
3b7a806b-460f-4ce0-85d5-17e043ac9b57,62268.15,1868.0445
5dfbe08d-9ee4-4899-b5ab-394d747989fb,85290.68,2558.7203999999997
228816ea-e234-4e6d-a517-239d3d28c530,59947.71,1798.4313
1b959b46-4b7d-49b3-9019-0b400a461b91,24145.1,965.804
04414709-1c8e-4555-997a-cef6994a344d,86024.39,2580.7317
05d7bd62-d23e-4d79-9d1d-6202c4daebbe,70204.15,2106.1245
d5b13c14-4c5f-46c5-968b-9845d1aa5c4f,94607.28,946.0728
dfef679f-758e-451c-b242-8b242280e69a,85906.87,2577.2061
b5011159-90e1-418e-9144-bed0e812fe58,87432.92,3497.3168
f79d258b-beaa-44a5-83de-c450023dec79,22249.04,889.9616000000001
a4bcc043-4ed7-4c4c-8226-2f684f838006,97927.09,4896.3545
eafac37a-4565-4f1e-8737-df5dfc448836,72261.77,2167.8531000000003
6c46e94b-a367-4fa3-be24-f4bac88ce18f,28044.15,1402.2075000000002
c269a3d7-b2f1-4db6-9823-4135840dc56c,73376.12,2201.2835999999998
1ec6425b-ceab-4e46-b46c-6d5acd495243,76616.09,3830.8045
cfa9e03f-fddc-4f5f-b998-bfe87067e233,85908.36,2577.2508
6a62ac2f-e5b6-4331-be9b-451fe59aed6a,66960.55,1339.211
7a00f080-81ef-4637-b45f-5221a2ba50e2,37339.42,1866.971
43599caa-d6f9-4180-a243-f07c3bf7870b,21346.15,426.92300000000006
11f9cf64-b4bd-4308-a6b7-4a03e756ac0a,90115.08,901.1508
5ce27b2b-9246-4cc9-897b-3a429e09c7c8,67667.85,2030.0355000000002
ab08bec0-23b6-402f-8527-71c3f71038d5,45642.84,1369.2851999999998
050c7c9c-16ce-487f-9fcf-d997ed807134,26253.59,787.6077
21ad39e4-f13b-41c0-99aa-794c91c3e19e,37050.83,370.5083
33f7623a-a028-48b3-8546-fcd63a11be56,30451.13,1522.5565000000001
a2bb9417-44c7-4eab-b3ae-6f1565b5b887,47165.89,943.3178
248c6716-099d-47a6-81bc-e48b53b29149,28352.31,283.5231
8e0c88ba-48b3-475b-ba4b-85f4cdb904f8,91369.91,4568.4955
494637b1-2312-4b30-a058-3e069df74633,55266.48,2210.6592
4b13cd93-3973-490e-86a0-58c16973f565,36311.51,1815.5755000000001
1245aad2-35b1-499b-be80-fda72ed89023,59712.05,2388.482
d73f5788-63dc-4fa3-bc87-caa55b63beee,79859.3,1597.1860000000001
ee292c05-b965-4f4e-806b-48cc9aaa8855,66593.32,1331.8664
5aa98c78-ebcc-4940-8db3-c4b0f654b163,30635.74,1225.4296000000002
d4d1bb92-e33e-4831-804d-721aae84968f,86740.0,3469.6
6474da96-509e-4037-822c-339617d48bf8,36309.01,726.1802
39a7e56e-f00c-41bc-8f24-1bb3dd7dc7d0,77205.07,3860.2535000000007
1e2e4b69-93e5-4ed1-b003-10cad1e9f6b0,64751.2,1942.5359999999998
233b11cd-b8e6-432f-a1c1-a6e445193c1b,62694.07,1253.8814
31bac714-4143-4e7f-9aa0-bf12e1ff38fe,37510.61,1500.4244
cc998667-2650-4abd-8235-85aee87c13e5,36477.64,729.5528
cf30f982-37fa-413f-bf30-0e37db8444ce,53996.41,1619.8923
ef2838d1-80e0-4fba-9af1-dc92798618b2,25273.82,1010.9528
84c46916-3cfa-4deb-9588-128d8819b3b9,60687.02,1213.7404
93005973-7f74-402f-bfd4-0f9568b2ba9b,37052.9,1111.587
633c96fc-995e-4227-a698-5cb1b3210202,25081.11,1003.2444
8af8ada4-d6b8-4254-8bd4-b2fe61b825a1,23982.29,479.6458
271a0594-334a-4c2a-96d6-bb91db0ec4ea,80331.45,1606.629
040d4467-77db-4dcb-9526-521fcd6e293c,97663.46,2929.9038
05519b74-8719-42e6-8c1d-6a655e39c118,56832.33,2273.2932
de3094c9-9001-4588-ba3f-e6a52d07ede3,62655.79,3132.7895000000003
31563c6d-a066-4702-bda9-ba00bdec063c,94334.99,2830.0497
a3a07408-c2a3-4daf-8b7d-0723ed6377a3,51275.14,1538.2541999999999
b209e3d0-9a86-446a-b0f5-ebb30009f2b8,63884.53,1916.5358999999999
3e2d93e4-abf7-4d04-8710-e877169e70fc,66057.17,660.5717
94cc0427-9463-4191-9d53-a2c9c82d0b9a,84768.26,2543.0478
09e54098-d3fa-4248-9e21-a7e7c2e14888,50601.64,1012.0328000000001
959cdc6a-4280-4adb-b682-797a72f3fc1a,26544.67,796.3400999999999
b6deece0-837f-4810-afb1-a97522c00212,33413.82,1336.5528
771e5075-a01b-4831-aca5-e168ef8ace3a,80713.73,2421.4118999999996
b47d450c-b71d-44bb-82b5-a2d86a9d8d46,33780.34,337.80339999999995
bab4eab4-183c-4684-8f0c-3c93f752266b,67770.78,2033.1234
d50027d1-43d8-44fa-ad7b-2d9aa4164a97,43209.96,864.1992
294f57f8-45eb-429e-a2d8-303995b62f10,28298.34,848.9502
951baf6e-6497-4d52-9987-e5d51bafd758,75173.12,3758.656
462cac09-8ef0-4046-8269-19a5bee28faa,34843.46,348.4346
4b2c39d3-b436-4d02-85fd-f18ee9f82dd2,58414.57,1752.4370999999999
b3b92b09-6629-43d9-a81a-795e8baba387,72204.17,2166.1250999999997
dc48881c-df8e-459c-ab06-1360e602eb03,95153.93,2854.6178999999997
12a6dd3c-a028-4806-af89-82ccaf2f0b54,37581.16,1879.0580000000002
5602104e-35e6-489c-946a-5265cec69f3d,28349.61,1133.9844
43304993-0273-4e33-ad4e-ee252c8a9fc9,66916.9,2676.676
3a301baf-6007-4892-a783-a271a493e3c0,25088.83,250.88830000000002
823b7d02-bf9d-4562-8a94-8ac2f9395947,59955.77,2398.2308
818fa259-aabe-4c08-a3a6-655e8a4790d3,33960.78,339.6078
bdafed56-afe5-4306-b523-c384b0f312e8,62164.48,2486.5792
4d8c610d-8e62-4bf2-9269-d9d7b5e76ef1,85131.25,2553.9375
855d9897-caa5-422c-9631-effa63ffa92d,72993.74,2189.8122000000003
91d7c652-272d-44d5-8322-88f3695a0736,60706.15,2428.246
62772c1c-34f9-4c70-a69e-1d37e68e4132,58440.61,2337.6244
8b121f62-cccc-4be8-bef6-f8af1770ca20,51953.25,2078.13
3dd63254-d913-4578-818f-9b42d9cdff71,48832.54,976.6508
082be834-c627-4908-b4f3-de638464af46,22625.02,905.0008
7d04a3ce-6d25-4abc-950e-37368b9b8465,32666.31,1633.3155000000002
4b500f3f-effb-4ccc-9223-075a7fd16524,64670.33,1940.1099
7a142b10-fb18-4628-aab2-67f8b3b6d189,93526.44,2805.7932
3797c64f-3dc3-41b2-86bb-4188d25db7ce,79200.09,3960.0045
828be7dc-d1bf-4fe1-ae4b-32b539faffaa,50503.01,2020.1204
99febb1d-99a9-4432-b47a-f29012cc379a,90125.64,3605.0256
348a1418-0fce-496c-a503-35276ff398e1,57820.23,2891.0115000000005
fef4bdc9-8241-4c76-9220-f0fac8b74796,28638.8,572.776
30c17966-9b64-466e-be9e-7a39d9be14f9,20536.2,616.086
f25c8738-59cf-4a0e-be3a-e9001dba6103,91189.59,2735.6877
78c029bf-2380-4e9c-8c08-0219f9665cdc,51567.66,1547.0298
07469c2b-81c4-46ce-9b25-4666f999851d,67284.38,2018.5314
fc63864b-3e4b-4b4b-b8ab-26b08fcbaafd,26051.65,260.5165
9659ad4e-430a-4cc9-aaea-9dd3f93287c9,50812.93,2032.5172
4c408c39-da87-42e6-be24-d3071d451633,68518.94,2055.5682
a23f68ee-7559-4f37-a880-3327bb1eae43,58290.07,1165.8014
51d6c328-fc45-4a40-ac92-80febcbb5789,33444.21,668.8842
90883b2e-01a9-4d16-b05b-89ae600c32ee,29631.02,592.6204
3c561f46-12c3-4c7e-9299-671d43c5e267,71559.36,3577.9680000000003
124747ec-cc33-4b4c-bc9b-639fd425d692,90957.96,4547.898
bb9c6f26-3695-4d0e-b7bb-7b0606bafbeb,69130.32,3456.5160000000005
606016f1-0388-4697-9c9e-23f363769971,56388.1,1127.762
8f6f3042-4765-4625-a231-fafadad792c9,69123.31,3456.1655
7058f0d2-09b6-4179-864f-9aa2673c98d8,78445.55,3137.822
88835718-ac8c-4552-89fa-afd3ac0e4882,81418.08,3256.7232000000004
cc901a53-fd61-4180-b81c-e27607cf5498,23944.91,478.89820000000003
ac799d27-a3b4-405b-8127-0808ae82e988,38968.77,389.68769999999995
86dc91de-7003-4b40-8088-dc979d2bb678,55275.63,552.7563
817f37fd-a1ea-4cbd-b5c1-9988ce9ad5d9,99835.42,1996.7084
