Claim_ID,Contract_ID,Claim_Amount,Claim_Date
ac0df4ac-ec70-462e-b5ad-63745b7550c7,856786a9-2eaa-4d17-bca9-3c03153420c6,6027.13,2024-06-04
173c49b0-8137-4798-8c2c-b402f7e5b2a5,c92c4841-27ee-4062-afea-6cc5b48c1340,1928.71,2024-03-13
66336ae1-f1dc-4dcd-acc2-22c0dbc6d623,0fb9d257-4b94-429d-80a2-492c0f2a614b,7525.17,2024-07-11
517242f8-a264-46c6-b269-3ca779d3e7c3,7054798c-b4ed-452b-8fd9-de4c9649e22b,3029.16,2024-04-27
e016b9fa-2bdd-4e1f-b0f5-c5af0db2e4e6,5890ed9c-951b-40eb-b5e0-1b5629d3e845,7232.7,2024-04-15
70254743-c41f-4918-be89-a88d490b79e0,7af3555c-0fc3-4fe7-ab99-02d5e1489d25,2935.67,2024-06-06
d913297b-5835-4634-b9eb-97d6eddf8f51,9243e718-584c-42a7-a64e-f6bba2af1ce7,1782.92,2024-06-16
007f4d85-abc8-49e4-85ad-1c36de71e332,b1ac4ea1-ce8f-4e2c-a5a2-c9aa4b3dbaf6,3954.15,2024-10-31
d735ca1e-5d75-4348-b6b8-8aad545cf59a,11ab3d3b-03fd-4a74-a3aa-906444371e59,9007.19,2024-07-07
eb3bb05b-6103-4730-9b46-1f0d0f90abb7,28a38e34-8cb3-4862-9018-c32953704ba4,1916.62,2024-02-24
589654b9-17bb-4a65-9da0-6692f779f6b4,8946ca27-0458-42ac-be94-82f7139816c5,7165.47,2024-06-06
f930726d-7d4a-4bc0-a326-2f228aca21fd,b855de20-b5b1-4f68-a09c-413d52cbe316,9907.47,2024-03-01
e9645813-381f-480b-95c3-76999826944f,19137f0a-bead-4131-b490-6575b019c0aa,3658.3,2024-09-22
e06f9dfb-75f9-4d3f-bda5-e58e6d3b9ca8,26374dbb-b3a8-44a6-ac98-972291d509dc,1789.12,2024-02-10
aea91473-c55f-4f6e-95f8-0aaf2d6bc982,7771714b-eac2-4104-ba5e-eba9ea80f0d7,3482.8,2024-04-11
cd0efcd3-9e2b-420e-8b5f-498f74b063b8,e3a05348-9bfe-4f38-8bcd-f082e76e475c,3173.42,2024-02-03
536a4ab2-1770-45af-a6b2-5d397a3ab52c,8c191299-5dc7-4100-a4a0-816ce7e2ff0c,7733.02,2023-12-21
573bf9c1-3237-4665-93d8-bc818fb8852d,e33b58f1-524f-44e4-89c5-84be6edc2b2c,5104.41,2024-05-03
805bd851-7060-41de-bed0-123e31efad27,8b6677da-d061-4cac-b616-98a604ae8233,9521.14,2023-12-28
26dd9d22-8f4d-43e7-bd52-f617098348ca,5d3bc67c-f3f6-4e43-8367-b4f63076dc20,3929.36,2024-10-14
976135ca-6c12-4ce5-b5c5-2eec6e4af271,50cf0e22-f130-43e5-8869-0183c0efa6cc,2432.67,2024-04-10
ed8e6e7e-fd49-4c62-9d91-4af1c09c6e5e,d1a259cd-40d0-440a-9266-90e609ebb6e6,3749.77,2024-09-28
abe38af9-e4ac-4e4e-8d86-23dd1920d111,715226d7-f8c0-4d44-8292-bef060739af2,2681.1,2024-10-28
f36f9bfb-ffe2-4526-b935-3701c5b94f62,bb72c7e0-7d91-46c7-a6a0-dce5912540ee,5962.85,2024-01-04
cf6a798e-72ee-47e7-aa63-0df8b2657df4,c156ef5c-f0a4-4238-aeb7-ce15489be581,8914.71,2024-07-03
22c89d64-668f-4868-90c9-33e31ca99325,a485e0ea-8f7e-4ebf-bb13-39cc4ae7556d,3683.11,2024-05-31
e55248a2-417d-466c-9084-48ecd32ba30d,23bb2b31-5dd2-455e-9ba0-14d98b477263,6574.42,2024-02-07
67d90fe7-c5e4-4e71-a61c-94873419331c,0c5efc10-7369-4ee3-8ddf-8054cb0e2d10,4854.57,2024-11-18
7456c2c3-cf04-4b68-a7bb-00854c3c0ed8,8daf27be-08f9-44f1-82a7-203bdd01d60a,3864.66,2024-08-22
864b7ed7-e05d-4b1a-b497-10246f8f6ec3,c934753a-d3c5-4f97-921c-1cffe141f746,5034.03,2024-07-21
6c4b213c-38b6-46d0-83d5-28a6df430c10,cd1010fb-428f-473c-aa66-041c52d14eee,5743.42,2023-12-24
42953ba1-ed56-49e7-96c3-b896a8f4cec7,5ecca021-2d18-4968-b9b3-3c5367679b13,4330.2,2024-10-17
3881ca37-fcd4-4d35-a934-7eb355ea6dba,eacd5f56-e394-4298-9eee-8b13298f6172,1201.02,2024-05-31
f0380225-9c48-477b-bb62-438a51ae8abb,61c753e2-f041-41e3-88d4-2bce92085274,1861.77,2024-03-16
56a2b075-093f-4a90-9d6f-9af247d01feb,2fa2e19d-9440-42fe-b7d8-0286848aa297,5443.48,2024-02-28
d113d89a-5e17-4433-af35-198e2e208551,0fb11090-4309-4127-99a3-39b85cbe43d0,4403.19,2024-10-12
07fbc325-6968-4060-98c7-69abbf50cb45,486e92e6-2358-434e-ad5b-657662ae642c,2574.88,2024-07-09
72696e35-8f92-4d3a-a92e-eb395b989cd3,0d2bccac-cc5d-4cfd-8453-ca5c5bd9a5db,8161.14,2024-02-25
9816b39e-5f54-4f4a-92e8-b698f17df4cd,cd753a4d-b5b6-44c3-bc3c-da5471b76234,8536.87,2024-11-04
231705a5-9ebe-4dc1-9b99-374304f5234c,8c892031-cdb2-42ca-8812-86e2451967df,7631.1,2024-10-03
3833960c-8b79-4f1f-b8df-466f110b91ea,e624c69c-992f-42a9-924e-7d5b27ac790e,5018.55,2024-10-28
da8a00f0-5e8f-4b63-8f3e-4ca9632b126c,21242b5d-af13-48e2-9841-5c7b57a8755d,4999.11,2024-09-26
3ff44d62-3829-46ee-9914-05d655ab15fc,77b4ca09-966f-42ac-ab76-8e78db53d20a,1772.08,2023-12-10
3d42f843-5e38-4fcc-b39c-ec485670240b,abb05690-4b0a-4706-a292-dc63ded2df3d,2444.99,2024-01-10
19333741-aa17-4f83-ad30-6520468337c9,d7fe5232-650b-4f2e-8884-60f054ad23fd,9940.75,2024-05-20
32f98efa-27ca-4042-afe3-3ec949a099ee,eee633f5-d7cc-4db4-97a1-398c93d8aa6b,4748.11,2024-10-12
77a89e35-bb6f-4a12-831e-1c5ccd1b91df,86a049eb-89f2-4040-bf25-12aa676fc870,7490.22,2024-06-01
28976954-3ad9-43f4-9acf-be3022c0c6bd,d3fad75c-f8ac-4417-9748-af088239d46d,3272.36,2024-02-22
a602b4dd-282b-44f1-b7b5-d4079dbfce9a,172528a1-172a-4c77-a201-a84a494a14a6,2313.48,2024-04-27
5f7214f2-890a-46ef-b8ef-a7df76988d50,60f91f93-5928-41c8-9525-3c7976b575ac,9160.9,2024-10-04
c217018e-e9d0-438a-9fa6-e97fdd3e8afe,a2cab727-5788-4980-9d8b-c68f3eb18a66,1704.29,2024-05-18
c508c7c0-7b03-497b-9a79-98ab04c2c719,309317ae-d058-4b1a-9e63-2b25f2eea68b,5118.34,2024-06-19
422a124d-c70f-48ab-867a-45b69398bdec,2f3ac144-e6dd-47eb-8b33-6a6a2ac15391,4464.31,2024-05-22
e9730340-8e92-4225-b2e4-e23bcb1262b8,61c8419d-c5b1-4555-b540-930df50001ad,8332.97,2023-12-25
487623ed-39aa-4e8b-b21b-b655046c02ac,ccb535ad-5987-47fa-933f-bb0dbc833727,5557.09,2024-03-24
db29c30c-b886-4ba0-8151-7b54e97a0af9,bcfab617-13e1-4347-ad8a-c63b878d9fdf,8199.32,2024-09-12
126ac885-41b7-4714-acf1-4fb3f6159983,e7f46fb0-dbc3-49ed-bb2d-c0795bd74bd9,1063.92,2024-05-02
b6d00d3c-905d-4d55-b87e-02d90723290e,19c4792b-6223-4241-ab10-5c37ec4449ad,1222.14,2024-05-30
27f7eca0-3f01-4b90-9c9e-1f1c425fc9cf,cbd66664-a59e-4c48-b48f-37d9e55550e6,6939.07,2024-05-27
4ffa1cac-27b5-483e-8775-1d3d1456f88d,92394648-38ed-4aa9-9fed-f432c6195ec7,4076.35,2024-11-15
8cb379c0-d06f-417a-9edb-40fe8c32300c,08f3e42d-9f31-4752-824a-d6aa37a05708,8200.54,2024-05-29
3071a1fe-2363-4834-aeb8-68456b0b34af,60d405c0-d07e-41a3-b529-d68ba924269e,6429.89,2024-05-21
42fc3e0c-ce44-4a6c-9aa2-f3e6baa21ad6,ef2c1ea3-2333-4d84-b0d2-6d5c3e849085,4311.64,2024-05-14
f9281fac-abc1-4d8c-a90c-4f46927bf226,0cb068d0-7f7f-4af0-89fe-2693078adaca,7552.55,2023-12-05
220c79b9-1aa7-4a4c-90c1-e23f95059f44,5149b8b4-8883-4ad4-a899-981d53c89f47,4960.13,2024-08-05
9d947fb9-57bc-4610-82cb-b784fb0dcaaf,51e7fedb-0031-4252-a316-de0f840d0ea3,7670.54,2024-08-23
11f2540b-36db-4519-92c0-d6a21a2c83ca,56e3b8e4-2e93-4d6f-8a99-c8356c9840c6,7053.7,2024-03-19
93e84fd4-dee9-49fc-8a8b-1a9ff3c62af3,2d6c7e8a-d2ce-4a5d-9585-b0d692c4aa04,9195.57,2024-05-16
ec19c7f7-7cc6-4e5e-9e44-ad79156e15b1,b9a6fa2c-e070-46f0-9e80-9ab5ce3d24e0,2609.91,2024-07-06
afc948fa-61dd-4e2f-bc7e-736a4d12b7e2,3bbe4c22-4224-491d-9c6c-4bd4bd7e3514,7097.73,2024-09-01
aee58e0c-b313-4e8b-98dd-d5ac7b1973cd,abc869e9-109f-44ac-bbe0-5a1085e0e9ba,9308.27,2024-08-27
7e8dad7c-8368-41ac-8bbc-0a29c0532f3c,2a4c0a46-2f32-4d6c-8ef3-02e3c23249ec,6823.02,2024-03-01
ae38322a-c2c9-4fa2-a415-0e206ae971e9,326f273f-842d-48f2-9b10-6416650ca2b4,4291.77,2024-11-10
3a4f4e96-20ed-4bff-b05b-17884914aeb0,a052b00c-556c-4d3a-9725-5695bc64fe33,6318.34,2024-08-14
5da33b3d-34dd-41f6-8507-716a7e3ae066,594bd75e-e16c-4760-b5ac-3ad9e027f8d1,3965.73,2024-07-27
93c99edf-6786-4240-9f07-d8423fc7cadf,11c291da-6b21-476e-aea0-851f8e2c81d5,5036.0,2024-10-20
2fa80534-f44d-4dac-836f-77ac21032587,46dc105f-3079-47be-bc78-41edb4683a82,3830.57,2024-10-10
7421182c-3654-4a9d-b3dd-ff9536236a8a,c4038c06-4d96-45d1-8387-95c2afcf1f15,1516.77,2024-09-02
eedd7117-941f-41c5-8f44-aba2f391c83f,ab4375d0-5245-47a6-bb7d-c9ec36faee4d,8862.15,2024-10-25
7d75da35-eddb-4a90-b3bb-bc71d54fafd0,3076c9c7-1dd3-4f54-a05f-b2885538c229,7396.41,2024-08-25
8cc54425-131c-4f16-bb28-030368096990,f3a68357-80e6-42dc-b15b-790d58021d78,4860.33,2024-07-07
1f0e60b0-b125-4136-b499-5862066d12d2,1492a982-6935-4b71-946f-7408eb357c74,4059.57,2024-09-21
64edcc69-9048-4a8e-89bc-ea981110fa58,59305862-c385-4211-bdd7-a1100a9af349,5676.09,2024-11-13
415166f0-52c6-43d8-8e18-98634fd0ae52,925e36fc-566f-41af-8250-88097a76d21a,4217.69,2024-01-22
a21f91c5-32d9-425c-a8d3-a80d60be29fe,1f0f3472-9fde-4bfd-a69e-c7f14add4c4b,2566.15,2024-02-23
66584407-2d2d-420b-9244-de1ae3c73c67,3e09e91d-ef07-491e-a7ab-c80d88186833,5460.66,2024-01-04
80b98d04-d5c3-4b4a-b910-0d7d73e478df,bd7e683b-752f-4239-a3d9-eff7c045e4ce,5812.61,2024-02-20
c5403e59-256a-4c21-94e0-6504e00f133c,3667db72-0d66-4919-b83c-aa90cb9aaadb,9572.7,2023-12-14
9397a410-f0ac-43dc-8a62-e8a9b55f1f75,8594b0d0-6aca-4d0c-8e4f-545eba7fec72,1034.95,2024-03-22
079b6cf2-6cff-4505-a9cd-531bd3834d1f,b81e33b6-1b22-4275-979d-b58dec01849a,9281.93,2024-07-20
10b5e5c7-dee3-4ba9-9f87-9297a4521e37,db8124b2-e7ec-4301-a1ce-ffb15ecc37b4,3947.69,2024-03-22
cbaa6247-b9da-4964-904a-8e01c98bf576,70034ae4-a467-4abd-8a9a-53b3d6bbf3bd,5813.8,2024-11-01
053d3f3e-a483-4509-a3f1-8711e3069540,f066a6db-c58e-4127-bb35-d081185fa230,1708.27,2024-11-07
4c1cf9cc-adc1-4a57-a31e-7f5f6e6117bf,e6a0a337-f22b-4747-88f0-32c9c04b473b,3878.48,2024-09-08
5778a669-1bdd-4e3b-bcf1-641b4cec1e83,8a9a45e4-3b55-46a5-890c-db4ec05090b6,8636.56,2024-09-27
3e4aa1dd-09f6-49d0-a5d0-0599f56b3433,2e428d36-e1ab-480a-a213-cfd9487392ce,2044.79,2024-04-23
c9d49ab7-bb92-4a10-9261-86f2c23d070c,7beda9fb-129a-40d7-b566-b9373b43ea70,2984.79,2023-12-21
487a3977-9173-41f8-ba7e-1242559a132c,238cb176-d92d-4115-b12b-71f70ebec6cb,5816.79,2024-02-13
a7e05930-110d-4845-9f24-5dd12fcedfc5,2439f088-16d4-4eca-93ad-0ce5c579cce6,4505.94,2024-01-27
65522892-8413-408b-bbc2-82375211c6de,206c267d-8c19-47e3-b05a-4c546fc14def,4131.17,2024-11-05
2ee93f35-0ad6-471c-8a16-af921c34c5b7,af269d76-91b1-4b29-82a1-1114f1a26b74,5101.03,2024-08-10
0630f144-9324-43a5-8ea8-0ac9575d6377,c42b31da-c46d-41cc-9ffa-f8d29ab34d6d,6257.17,2024-04-06
06b6d09f-710c-4ed3-adda-ce99b3579bc8,fb84aa08-eb4d-49a6-82af-08f9ed3600df,9741.5,2024-07-30
a5cc8c21-3bad-4f4f-b08c-97aa8b8c1234,9519b266-3b01-47ac-b0c7-f814c91e01ef,6770.28,2024-09-16
a2f8f3df-790b-403f-b9ed-1da270c020ea,fc13d807-ccb7-405b-8aae-ca45b164ff87,8584.35,2024-05-11
ae15d13a-890e-4871-8c27-a006d3f8876f,e4820f7f-2f01-4ee5-b8ba-d35f3ac58536,5864.5,2024-05-15
c96140ab-f20c-4e8a-9fcf-ecc4279e5092,7dc738bb-55fa-4a4f-a4b2-59b0e0bef24e,3729.73,2024-09-01
338b74c8-2c51-4b57-9908-3e3d6228b3c1,f080cd02-c613-488d-8ffc-3c647d773f20,4398.89,2024-11-15
80d3210d-dced-4fd0-9297-8f40bb771761,86b112f5-334b-41af-aac6-4c8ceb87464a,7415.96,2024-11-11
0679140f-bca7-45fe-a7e6-910a89467438,7eae1181-345f-4eb4-9b63-5eeecb0ec745,5020.05,2024-08-12
e2ef15a8-c011-4bff-add3-a5754497f5a0,006d216b-1817-451c-ba9c-6232bbf631c1,5085.27,2024-07-20
3d7b2a36-0ea4-4166-915c-c0d55d36f530,ce8500c1-476a-41e1-b710-332d9dda9a3e,1163.89,2024-01-23
b863a452-a74f-4c40-a9b0-9c27418cddf7,aff0d198-259c-4024-8628-7e6a91d4c275,6717.28,2024-06-19
57ef82fa-577d-4dc7-b546-1d56f2212b82,3c569bcb-ee2e-49a4-8522-885d2bf4ec53,6095.31,2024-03-02
f4b26047-873d-4d81-98a9-9f7f53c6319d,1dbbd7fc-2c0d-4404-a6f7-51e3fc92873c,9616.36,2024-03-14
f16abe5f-cd9d-42f0-8b99-ac92811c8287,b8bc2c64-11d8-4d95-b961-fade7f616d3d,2300.82,2024-10-25
135883bf-0177-431f-925d-06d43c5e0beb,dfd18fbe-a0ce-4fd2-a42b-4b6c1d7d2b01,5974.59,2024-07-28
1ec6ba45-b5f6-496d-b2b3-25fac5cde90a,a361d5c2-a811-475e-b024-f895d8bba8ed,8532.43,2024-01-06
c5c3f241-c1a3-4390-9f32-1ea002590e3b,7db42294-e463-4a07-8108-a842454f07a5,2796.39,2024-02-04
f7ba1411-3a06-49b3-bddd-b153e3fc13d6,595f41d2-1825-49b6-b9ec-8adf5a14451d,2542.03,2024-04-11
afbb9201-5fd0-43d8-8a77-0e45a704cd9d,ddeff085-f8c1-471f-8e78-528c5ecf3552,7656.22,2024-08-24
cf966fa8-d36a-469c-a026-3a00ac38207b,3d5872b6-42aa-4c8a-b273-26d6458680ab,5387.34,2024-06-17
8701f8d5-9f05-44bc-8992-afe1e9ed3a5c,b6a434ec-d0fb-416a-b826-09808ebf6f59,3277.68,2024-09-19
bce2b5e3-6633-4bb3-ac5d-d9abf4c933c6,20e75e1d-a49a-461e-aa5a-bfde91c67cad,3018.93,2024-01-23
26d97ae6-0449-42d5-a757-08406c52f87e,871fe703-c501-4dea-98c4-613972782e92,9588.42,2024-09-24
7952ac17-a5cf-41af-93ec-094b51b4e9d2,d4f904c6-8be6-41c4-86b2-c7899cb4d767,1383.52,2024-06-03
68caa3dc-bee9-4237-af03-900fd2d2bdb2,eeac6369-cd17-46ac-a7a1-e1fdd9bdf9af,3576.21,2024-07-05
4c881a66-fd97-4339-8fe9-72d14b92b3c9,d89c7d5c-1fb0-4057-91a1-8e63fc3ec21a,4839.63,2024-09-04
9b3c6eeb-a1c1-43ba-ba66-7be45fc7a642,e9fb7662-ba3d-4edc-82a9-d1f2f3a6af56,8094.93,2024-11-28
0c1d730c-cd1f-483d-ba1d-e5151ceee5b3,7cd58aa1-8f53-4002-a164-7af172dca6e3,8176.26,2024-02-14
d3924969-356f-496e-8db5-c346bc99ac39,2eff2d41-93a2-4200-b0e0-9e01d4b5e4b5,9330.66,2024-08-03
d2489666-3991-4c3f-b008-0fc3c558f5c3,6380abeb-2cd0-485f-b9ae-528115d8b0d9,5660.96,2024-05-27
f73ab9a6-a38a-43dd-bb7f-5e5e676601c5,fa6bc722-2f41-46c4-be8b-6a42527efe25,7455.91,2023-12-21
2f64e9d6-c891-45db-85f7-9022fab9ce68,388dc2aa-f4a6-493a-b555-5f574698365f,4353.59,2024-11-18
dec8c58a-d095-4058-ab40-8abb5e2ba54c,27c0522a-7263-4ac0-90f5-c19c968570e7,6994.93,2024-07-28
7e2ca1e9-f253-4f4f-8eb9-5828b40d20ac,ad3fcd24-8900-492a-bdb8-106058b3f41a,3382.92,2024-10-05
ef7d3eaa-fd34-4ad0-bf38-b81b4e496cf1,88faf300-f95d-4a09-8aef-a5f1fb82097e,1243.84,2024-10-14
d31b7c5c-5dd1-401f-82b2-4a92545d1d77,fdbef327-e993-44cd-b1c1-6f56c807b3d2,5348.1,2024-11-11
6c322be7-33a0-4cca-841b-09386e6b7a57,9d646b30-3cb6-4120-8cc1-f4b16b8fc3b2,2718.61,2024-04-18
a8395582-9f58-43d8-b795-14e6da3e5f5f,edf2e268-30b0-4011-b973-4929f95a63eb,3290.57,2024-06-03
55cc73b6-2913-4f51-af09-4a363c2f4f66,a49b0cb7-dc9b-40bf-938a-f68994e5e624,2688.85,2023-12-15
d16f8e76-05a4-447d-8a6c-a84203ca4744,1ace9b71-4177-4955-87b9-f6ede0665779,6665.75,2024-10-31
412c897c-1405-4689-b171-d0406a90cacb,17360a6a-0a27-4cf9-b65d-4eedfaf0a7bc,1053.59,2024-03-04
86c24918-2d35-4e71-b428-6a3db855816d,6dcfa33d-94fc-49d9-8185-33a712ced6fb,9343.84,2024-10-29
01e1418a-e70f-4386-933f-31a8a30e19b4,ab8c2c47-96fc-40d5-88e1-2d513b9e5438,1803.94,2023-12-02
fd06eea1-3d6a-4519-908e-a8fb0dc64730,fb483cd8-c5f6-4d11-b34c-2b31027925f4,9242.61,2024-11-08
313883b4-7d12-4023-b28a-96fce4170109,b53faa31-1598-4b18-a083-3dd9e1c2f3f8,4983.18,2024-01-16
5c3ef509-24da-4841-97b9-dfa0293696b0,c521ff33-2ed5-4612-9cb1-419486e76d9e,4167.48,2024-02-11
37730b79-7531-4d90-8ba4-bc4b04ccb561,1f3b3ac9-5cb2-47f1-b30f-5924a7a51230,8015.75,2024-10-18
9dfc763a-fac6-4d49-8dc1-b326064d100b,2671075c-a63c-415e-b831-312c98fab357,8249.62,2023-12-28
97288c3c-4823-4fdc-baa9-48a0906953da,2876241c-63a0-4701-bed1-910b0defbd1f,1764.92,2024-03-21
67f52a36-dbfc-410e-b405-87d458752aa7,de41a549-6a29-4bbf-9e80-8d783966f3aa,8971.71,2024-02-17
865eaa69-3c1b-4040-8baf-5aa1d07f1fc0,4b4ce86b-509e-45ee-9f67-100aad993459,4946.7,2024-10-19
c5857746-0911-44e5-baee-9a933cb82d64,3b04025d-338b-4d7b-882b-c5929500c072,5706.78,2024-01-14
a08d64f8-e35b-4472-9413-7f4dad1ec88f,5b3d32b8-bbde-43f6-876f-4cd7ec9d0793,9238.31,2024-11-21
9d045922-7b74-4520-82ab-e75f0f5dc91a,da95eb7a-3505-4be8-8c7a-3da97f8ce5f8,7364.2,2024-08-21
6cac8878-1c49-40c6-9bca-8b26957a57c1,46a919cf-dd80-487a-9720-327bd1051688,6541.93,2024-11-07
02f5814f-b512-4824-9c76-4073185f3374,e7973ce9-1ae0-4fda-a58d-0ec86eff326b,6642.32,2024-05-20
236885cb-413f-4705-8fa1-19fa3a74d898,1ca35c9a-9a57-41d7-a901-525ad4ae8503,2336.56,2024-07-05
3709c52d-dedf-413b-93ba-c3f2df7fa677,39b6da04-6284-4ffb-a21b-b85431c835ff,1397.85,2024-03-02
3013f55d-83f9-4bf7-87e6-d2fcb1233367,fdc4374e-10f3-49e0-8e2e-cf4cd6abf036,2217.99,2024-03-28
a703841d-cc6a-47a5-830e-8c79df9fb357,e7467a6a-a3a1-462c-b6f1-d50dc5b58704,5515.61,2024-01-24
e8123b71-291b-4d5e-8917-9baf8b969a69,d412f856-d24c-45af-970a-290a55870974,4435.9,2024-01-09
a59691b6-c20d-4d67-aa6b-6a75d70d955c,81af7334-400e-47b3-9823-386fd8128c74,4770.01,2024-04-29
5e44a82d-2963-45f1-9d70-cab62d7fd121,af3de627-28c6-4d0d-9ba1-b04eeca20c46,6230.02,2024-10-04
64aac4de-3bde-451c-a828-a1aee608c847,d80b10bd-f99e-4a5b-99e2-235b6eac967f,8978.96,2024-09-01
9b9c12e5-0f19-4005-b082-9d4b29f2f577,3ed56e32-a9fa-41a4-922a-e0917130bfef,1513.86,2024-05-17
